vehicle_id,driver_id,timestamp,engine_temp,fuel_level,speed,location,odometer,acceleration,brake_pressure,rpm,gear_position,check_engine_light,error_code,maintenance_required,tire_pressure,battery_voltage,oil_quality
VH0075,DRV043,2024-01-01 10:00:00,85.59097811389145,75.99642583052486,38.42044475646376,Tlemcen,58.6819480636568,0.667041026672402,0.4368048192543001,1691,N,0,None,0,31.883886781901435,12.360891749872835,51.53105666998353
VH0088,DRV089,2024-01-01 11:00:00,78.83549144815953,83.76609057760554,61.906604474626306,Constantine,63.662959242869135,0.831976032741139,0.43294053154193995,1822,N,0,None,0,33.99683655912807,12.781955696568652,72.82219978713697
VH0117,DRV099,2024-01-01 12:00:00,99.8786158240651,9.477512139137101,51.2734394250703,Tlemcen,67.9284804787322,0.2852528492600829,0.4110872296545439,1411,1,0,None,0,34.00061526494694,12.30407694679604,65.39889908253686
VH0100,DRV047,2024-01-01 13:00:00,94.59204181599529,56.29692349042029,84.59918923130877,Constantine,72.10907842778126,0.37299227484741093,0.2965445554344552,3549,N,0,None,0,32.672845763868,12.506232562047998,67.97574609747988
VH0104,DRV071,2024-01-01 14:00:00,99.17768197795138,76.17484969288853,51.453122068004234,Tlemcen,78.38732465705986,0.28666045362833925,0.3949662042229875,3073,1,0,None,0,33.06328296491276,12.81786193549516,53.59592792771134
VH0152,DRV038,2024-01-01 15:00:00,86.89603863524486,78.61905940651585,82.78489631622875,Oran,83.48345048695917,0.6903801992603931,0.4366449859991052,2695,P,0,None,0,28.174246134786276,12.690688413254879,63.114629776498944
VH0131,DRV096,2024-01-01 16:00:00,83.4316453130557,14.799352443040892,51.03817393783159,Tlemcen,86.16376500430009,0.31954474209425576,0.41185462627161534,2594,P,0,None,0,31.243819518127683,12.126978984858702,78.95796675548968
VH0150,DRV067,2024-01-01 17:00:00,79.21684933370773,52.55051431507941,71.56763708001195,Algiers,92.28974155703519,0.40318790261987064,0.21695129456055368,1839,P,0,None,0,29.885104305997153,12.743289494741681,95.2702694495518
VH0053,DRV062,2024-01-01 18:00:00,93.5891758374066,85.75587063627029,63.779184275440485,Tlemcen,95.48012298476681,0.49729842726154033,0.49257778087933785,1808,R,0,None,0,28.947260584131545,12.338940525081403,90.92124883752051
VH0002,DRV039,2024-01-01 19:00:00,79.60206775471765,31.851857658528417,57.92591000228548,Oran,104.25135193312147,0.29336215104125674,0.4267869453394465,1972,2,0,None,0,31.47457767423798,12.35629889908842,64.8796585804344
VH0088,DRV037,2024-01-01 20:00:00,108.4866306896655,42.511689891179714,48.142071464190366,Oran,107.23103406054965,0.7522478776360534,0.5142435243438699,3490,1,0,None,0,33.86276248853662,12.293520470364335,88.60678288828015
VH0158,DRV086,2024-01-01 21:00:00,76.92357418906559,80.43585113363324,64.8464313197684,Tlemcen,116.08398590668304,0.25288832269386996,0.38143938241994413,1248,P,0,None,0,32.232130111277385,12.408518967212682,84.36655408685107
VH0038,DRV008,2024-01-01 22:00:00,92.73660119212502,8.93195211837623,53.39197106272632,Tlemcen,121.99676777482307,0.5289163840866941,0.43352976250329633,1126,R,0,None,0,29.34075786939367,12.171965604537629,57.177436593631356
VH0130,DRV081,2024-01-01 23:00:00,105.66854707213787,85.94932898889782,49.65350662787793,Tlemcen,126.151316000175,0.30059852016092825,0.2342772025882923,3639,R,0,None,0,32.96614586150579,12.713155618861695,79.38182267113754
VH0192,DRV052,2024-01-02 00:00:00,95.99089759263809,31.115671673080904,82.0908411206358,Annaba,129.58470570341623,0.3976910410516265,0.3703129977419389,2313,2,0,None,0,33.567610357160284,12.137909674855253,89.60259224547352
VH0188,DRV091,2024-01-02 01:00:00,91.75673712491779,0.14503165911271543,68.2129534123984,Constantine,135.76699586371777,0.5039534693989255,0.5458551609959468,1432,R,0,None,0,35.75290414466849,12.732270463518828,56.8369345142366
VH0021,DRV033,2024-01-02 02:00:00,80.31516353038104,23.415914505635826,69.65458427860804,Tlemcen,140.03715561937213,0.3103293029617872,0.48472582347912824,2227,P,0,None,0,27.239400753141304,12.815501867800524,53.184143440324384
VH0161,DRV081,2024-01-02 03:00:00,76.18230811432296,8.950064089550647,54.12602222081606,Tlemcen,143.5732763289949,-0.20665078025780514,0.3390042446005837,3265,N,0,None,0,30.82557060508031,12.702318527202227,53.30482143773145
VH0058,DRV042,2024-01-02 04:00:00,97.70050108917586,9.238490699624414,57.21032479375043,Constantine,147.3234818688853,0.7201405323213024,0.33843614198990946,973,2,0,None,0,30.66475346485017,12.656193521433597,76.07870097571085
VH0022,DRV076,2024-01-02 05:00:00,105.06147240774946,69.28357341425915,56.271349989733324,Algiers,152.273465163087,0.11692606972590197,0.48689450752443975,1767,P,0,None,0,33.92369718850705,12.23165662730819,51.674790063198245
VH0089,DRV027,2024-01-02 06:00:00,85.61150009521829,21.39763356390648,65.05858368751466,Annaba,157.42021738762904,0.39772726417696486,0.25685831346640176,2963,3,0,None,0,29.353666550161925,12.93184160895698,73.81484833126592
VH0049,DRV008,2024-01-02 07:00:00,78.60938492383649,93.47423629769824,69.62705177763759,Annaba,164.84072168128,0.5044840624423395,0.4591878994528854,3781,2,0,P0420,0,32.82252485602563,12.466765291322258,76.42930834038293
VH0059,DRV023,2024-01-02 08:00:00,65.41830569450981,51.6444546591304,59.546229445326425,Algiers,169.36529481335947,0.4940022579586653,0.5545043568902939,955,2,0,None,0,31.994490268187274,12.629758941038075,60.18643920572542
VH0170,DRV064,2024-01-02 09:00:00,80.19235156337463,46.00982579549186,48.110325087290384,Constantine,175.50952734768245,0.5245376691760708,0.2788693456398963,1092,R,0,None,0,30.55410176437456,12.53123881757209,98.49912896734361
VH0188,DRV093,2024-01-02 10:00:00,88.8634315750096,43.428351822015166,71.40855685539823,Constantine,179.64979637361756,0.4526321824015609,0.43373062456870776,3676,D,0,None,0,31.142752712833577,12.961656961627698,87.29115256312966
VH0015,DRV020,2024-01-02 11:00:00,105.99123240836734,69.25876396716319,60.50105802312504,Oran,182.81700110879927,0.5258971950694855,0.44113824424590886,1976,P,1,None,0,29.924781826446395,12.787156352551115,69.75364470781004
VH0190,DRV016,2024-01-02 12:00:00,96.73133692232969,45.22627625236084,38.38745431843529,Constantine,186.39184505220967,0.5749622232755164,0.45008260724898536,3563,P,1,None,0,31.58542549118602,11.998332559879751,93.35413227508626
VH0190,DRV017,2024-01-02 13:00:00,93.05085404706753,12.860035622519185,27.970578748804677,Annaba,185.0815121479246,0.7711121884762062,0.42164061479230375,3569,3,0,None,0,31.980032904927768,13.165072425845487,72.23041691733695
VH0175,DRV080,2024-01-02 14:00:00,85.9988033869887,88.01721806407565,64.4684576319071,Oran,190.12985712328583,0.385151945989891,0.5245064951058186,2240,N,0,None,0,30.539009819983587,12.761275492214873,86.00730200269936
VH0190,DRV019,2024-01-02 15:00:00,84.16834282744044,42.839534892565865,47.55789301683444,Tlemcen,194.26839358293364,0.7518495150512903,0.32266979752928626,3008,P,0,None,0,28.006813768055327,12.495342261960015,79.89042613964571
VH0051,DRV008,2024-01-02 16:00:00,104.05647597507964,7.400457569950247,66.46593194094679,Tlemcen,198.81416264488524,0.44369179326490216,0.33766593624298086,1156,P,0,None,0,34.43168638771847,12.598183718017559,73.11086893103703
VH0108,DRV038,2024-01-02 17:00:00,92.0073854075839,52.93659874977611,48.36572536704099,Tlemcen,202.7046330357141,0.6156717611636041,0.2386813518119485,1094,R,0,None,0,32.322856622715626,12.89339994388262,63.12517478997628
VH0055,DRV038,2024-01-02 18:00:00,68.97399308078978,64.73468584557034,61.99778658742511,Oran,207.79485858361392,0.5479147708414042,0.38566464943820683,3243,2,0,None,0,33.11648113445101,12.716606442879943,50.956107493698184
VH0064,DRV053,2024-01-02 19:00:00,83.26460352102757,27.558246415775855,54.323977080568625,Annaba,215.53058273713432,0.3047400639638924,0.5040259992380599,3332,2,0,None,0,31.5411687401546,12.730675579400456,51.584589891788646
VH0131,DRV093,2024-01-02 20:00:00,81.41783968228373,80.03404076738423,86.27881215409957,Constantine,221.835529864775,0.20087165926582545,0.4127290339074498,1005,2,0,None,0,33.497996699032804,12.746912352307755,82.16586403500325
VH0051,DRV100,2024-01-02 21:00:00,84.53735990822535,66.97758460373637,74.25473486727967,Oran,225.08577941370237,0.584088959958756,0.4999392635721325,3763,2,0,None,0,28.195670557793488,12.922569668459417,93.52250134989079
VH0135,DRV090,2024-01-02 22:00:00,95.62910660285085,65.03411692644335,80.20945350281745,Annaba,233.03007940432326,0.26950797498734447,0.3899850109734356,3869,R,0,None,0,31.65762181285571,12.9650084426174,91.6072044789138
VH0021,DRV031,2024-01-02 23:00:00,88.9255511820575,42.08249528677942,60.360716536785986,Constantine,242.9447044324937,0.302439790329168,0.22714040497059854,3208,D,0,None,0,30.52385553391232,12.673975742655815,77.38842479160732
VH0073,DRV044,2024-01-03 00:00:00,89.23134592996338,96.19153014112878,72.33541408672322,Algiers,247.8740494489515,0.4312599778415118,0.3953241635188962,2737,2,0,None,0,30.555866011771396,12.441491603433173,51.960894949645706
VH0167,DRV060,2024-01-03 01:00:00,103.13473161325237,27.418916794924762,61.37475116401713,Annaba,252.6741469943945,0.715385747041062,0.3120378270912681,2025,2,0,P0001,0,33.975023626976785,12.901239412380498,53.24308446455996
VH0018,DRV076,2024-01-03 02:00:00,83.03538910213311,57.77055010154526,82.0438705115059,Algiers,259.33332481738523,0.7687192703591853,0.3571461182336941,1584,R,0,None,0,28.980278072796946,12.533920497875725,59.068501397576114
VH0132,DRV017,2024-01-03 03:00:00,108.6419952588735,30.90551574726176,58.9115690211559,Tlemcen,265.6485475802437,0.2222830079099526,0.25270135407208794,2724,2,0,None,0,34.21834069620947,12.532430134395788,60.85728884461515
VH0089,DRV079,2024-01-03 04:00:00,83.28692408628913,74.48047529715541,39.03765989458809,Tlemcen,269.8038103273439,-0.05155618563765496,0.48001079122307777,2911,2,0,P0300,0,30.415681720209957,12.730236639998434,69.02938613318335
VH0060,DRV073,2024-01-03 05:00:00,90.89198196612571,4.779148387012144,30.020677121190918,Annaba,273.7896190887945,0.46652156972015446,0.48215936092466527,2235,1,0,None,0,31.16022415834546,12.7957246782821,60.04759796987322
VH0014,DRV039,2024-01-03 06:00:00,87.18796404597234,4.589386787504923,85.02466679346773,Algiers,277.90468930566715,0.3630942478835262,0.4453852900859651,1284,2,0,None,0,32.15855994854892,12.665712761880414,65.13031011100195
VH0009,DRV042,2024-01-03 07:00:00,91.23419133500961,81.08609695187914,67.17756711226289,Oran,285.41778449999117,0.8281144059174228,0.30752984063982985,2624,3,0,None,0,32.21677772222006,12.753405439759502,53.152180981989424
VH0090,DRV048,2024-01-03 08:00:00,94.4459199507313,43.426816106367106,68.16385275062612,Constantine,289.71817370373276,0.6451712144366668,0.36663149958737246,2245,N,0,P0001,0,33.36999320636191,12.546697469062627,70.52409786620855
VH0053,DRV012,2024-01-03 09:00:00,94.33835240088877,34.11800546003557,82.34471763437372,Tlemcen,294.71382035892776,0.3332221270377892,0.2761104366858386,2548,P,0,None,0,29.750639783062365,12.046282531093832,76.41903942466448
VH0130,DRV096,2024-01-03 10:00:00,82.4688266937942,60.75268621753385,35.22397584411067,Tlemcen,301.69630191514176,0.22911718158699435,0.2338594413941406,3978,P,1,None,0,29.87984155726607,12.625653340113873,86.18210030323162
VH0084,DRV089,2024-01-03 11:00:00,78.77085322552429,70.18993438689736,54.62098177152288,Tlemcen,309.22815752317894,0.5922661024550397,0.4269292418047714,2078,1,0,None,0,32.54716144000958,12.514955840780853,53.38656448630923
VH0092,DRV018,2024-01-03 12:00:00,115.03171790905711,20.12013468444066,56.458952555774495,Tlemcen,312.4164751213128,0.37263307461621686,0.48047148583646104,2683,N,0,None,0,30.933689225938796,12.526848454877799,96.13591765423743
VH0111,DRV079,2024-01-03 13:00:00,85.16015660399447,18.543124140473154,71.13412849810523,Annaba,314.9517443421939,0.3301175027629561,0.44306086351966567,1120,1,0,None,0,31.234857811102035,11.958863586160081,72.20401219709325
VH0188,DRV096,2024-01-03 14:00:00,96.99212438671987,95.81507477598815,49.61039662348676,Annaba,320.6282997033894,0.559653668670856,0.2991329184059556,802,1,0,None,0,29.24548305561292,12.25811409768363,70.717076065132
VH0199,DRV006,2024-01-03 15:00:00,73.92358689476804,58.966430638456934,41.979393847278146,Algiers,325.823385552079,0.2880341496207323,0.49537777071461164,2063,2,0,None,1,32.350941465792665,11.832168015784747,97.95869494437962
VH0172,DRV043,2024-01-03 16:00:00,87.20387280095323,39.01164772942681,41.8447702350434,Oran,332.34776480009356,0.5470072623129554,0.5622785411441948,2489,N,0,None,0,30.143115390283594,12.614116880203442,76.22318807911019
VH0008,DRV035,2024-01-03 17:00:00,88.72800616017557,80.14416946695064,77.2412711440803,Algiers,334.4776505244568,0.5828510279315575,0.41452482979814387,3980,3,0,None,0,34.38592051446448,12.861668318030125,63.03570371384503
VH0175,DRV098,2024-01-03 18:00:00,94.72815069927833,52.51589587779172,48.862018592953234,Oran,338.8129370337017,0.22994362021097287,0.5143896387212951,1765,P,1,None,1,29.237421380130883,12.986402880278305,51.338738221841105
VH0035,DRV054,2024-01-03 19:00:00,62.77545859008061,24.166281037458138,51.71973773517283,Annaba,344.23767096217495,0.5810600372107042,0.3378297031537723,3320,P,0,P0300,0,29.91568869477385,12.862888788908874,93.79327181104063
VH0081,DRV062,2024-01-03 20:00:00,91.6614061307833,20.67353056415738,69.51747226091857,Tlemcen,347.283841605946,0.49474770533293494,0.3062190918780847,3650,N,0,None,1,30.585262794165356,12.455173142948315,88.14896380600914
VH0164,DRV069,2024-01-03 21:00:00,78.50258544632106,39.68592661698217,49.5158188764765,Algiers,353.26959612700944,0.09439458841914011,0.13772703400875436,1586,R,0,None,0,33.499993213528796,12.718264728048768,82.34489423223278
VH0050,DRV082,2024-01-03 22:00:00,93.24345711194924,85.98958602598796,34.42577365866538,Oran,360.6814287869176,0.5435211218598008,0.4432508415450911,2180,2,0,None,0,30.88414082187132,12.56007836146597,72.2343383073832
VH0104,DRV016,2024-01-03 23:00:00,79.63670803161837,6.144791604425892,36.274482394126515,Constantine,363.7631747487436,0.36155954684091535,0.4332495523248356,3010,N,0,None,0,28.35188249015676,12.490292610080138,89.51622319298684
VH0132,DRV008,2024-01-04 00:00:00,81.44517304074418,21.852600075476314,59.14788904926812,Oran,370.354948644065,0.4279376917117066,0.35787904656250974,2677,1,0,None,0,32.85832472290208,12.679275293020611,63.58270803654173
VH0002,DRV089,2024-01-04 01:00:00,87.26372389606732,89.31518188525914,67.45992645547832,Algiers,375.1284243542083,0.625428302190538,0.400460601023773,3332,1,0,None,0,32.62627803447987,12.462264635018318,60.97881231853363
VH0134,DRV096,2024-01-04 02:00:00,79.47670530396805,12.17345689692505,56.9663213422437,Annaba,378.9059402250385,0.41895670358398873,0.24849981422093026,3114,3,0,None,0,30.477809421822446,12.682618492092741,96.51685164366542
VH0054,DRV090,2024-01-04 03:00:00,85.24465553264645,62.962571826416834,66.45664055713604,Tlemcen,382.9921359816713,0.8234759062597452,0.3768603743121304,2808,3,0,None,0,33.44005749318616,12.922937273025608,53.48701959067507
VH0106,DRV086,2024-01-04 04:00:00,78.06624231456685,21.35113681210251,35.80743710988546,Constantine,389.82246507666173,-0.0023507088655201347,0.37217543742330755,3513,P,0,P0300,0,34.797503518457944,12.212990729991583,95.36595725181756
VH0004,DRV031,2024-01-04 05:00:00,71.66829548301273,60.586684751188834,36.820446885478376,Algiers,393.97560741067787,0.5279401538081079,0.3301949404328227,2601,3,0,None,0,30.59866991507925,12.292594179838552,61.431429809813416
VH0054,DRV010,2024-01-04 06:00:00,100.1795705242936,38.31041668442321,93.80903874441361,Annaba,398.20693782193956,0.3357930660763383,0.4221020142922673,2253,3,0,None,0,31.331377993928093,12.920262540485572,97.15092826324879
VH0191,DRV056,2024-01-04 07:00:00,77.03951307176072,10.167689643099187,78.4917640820502,Oran,405.2502897110219,0.3646488218075487,0.3950404530611434,1979,N,0,None,0,31.076023933985415,12.613632760965166,69.1934633194993
VH0146,DRV076,2024-01-04 08:00:00,88.21319112392017,58.24750675541064,71.53457837847776,Annaba,411.8428809787109,0.2915336675763357,0.44976962125853315,946,N,1,P0001,0,31.996976864958732,12.719544610400716,69.20516148053231
VH0044,DRV092,2024-01-04 09:00:00,97.52891081493784,68.3042747084586,50.10412993898341,Annaba,415.9239938229285,0.6234512783139576,0.3952362097746841,3523,P,0,None,0,33.11937011737822,12.461492172910573,52.328757610628784
VH0162,DRV070,2024-01-04 10:00:00,83.85055897483957,68.02726189658028,56.42990713904324,Tlemcen,424.6352355159942,0.23541078582186792,0.30923637158406847,2580,1,0,None,0,34.70104095807608,12.388466685168938,91.25745782664497
VH0190,DRV020,2024-01-04 11:00:00,81.74834100254462,63.70344090727096,59.974840242995995,Algiers,431.3975067038867,0.8171444886845711,0.4854249745912766,1673,P,0,None,0,31.279355126884358,12.392345821814592,93.31711284553168
VH0014,DRV005,2024-01-04 12:00:00,92.26238088667421,50.02247809355458,79.71519170574786,Annaba,439.4833062250128,0.6529055323478763,0.32223135810151027,1943,D,0,None,0,33.31639755154464,12.488243310011537,85.63199409496582
VH0095,DRV023,2024-01-04 13:00:00,101.17933822727151,51.94726168593257,66.04174149667638,Oran,448.0284897454774,0.36128328447403835,0.5613534088611463,1073,2,0,None,0,35.83550644703446,12.499598180514619,86.83599277878798
VH0048,DRV009,2024-01-04 14:00:00,78.30684734913531,63.564010980795956,67.88870701931702,Oran,451.8903735165812,0.4103323620149094,0.46359311596792574,2640,1,0,None,0,32.614783410735775,12.519686939927883,65.41198997730832
VH0015,DRV058,2024-01-04 15:00:00,88.49852167982561,69.02593617466411,57.4851759732375,Tlemcen,455.53235858503626,0.6697632172313861,0.6616772302763173,2518,N,0,None,0,28.98525240973737,12.480810315853729,83.613996988099
VH0200,DRV059,2024-01-04 16:00:00,72.67505405032672,65.48767388313851,71.88997600260127,Annaba,456.8971652863286,0.5372731837573546,0.3186861848341953,871,R,0,None,0,30.126059931882335,12.426623726244046,50.68926368756537
VH0190,DRV093,2024-01-04 17:00:00,86.06798996317809,58.694556491345175,64.5348412114691,Oran,464.8487525630364,0.7592841416686256,0.3891151552520155,963,R,0,None,0,32.18959667310745,12.400553999574768,86.35617965326965
VH0040,DRV080,2024-01-04 18:00:00,90.34204684538075,15.58389848041184,60.6603409911852,Oran,466.5648700712543,0.4581224414052891,0.3743072955591521,3945,R,0,None,0,37.03507126341408,12.976329675889794,95.87781082940268
VH0082,DRV054,2024-01-04 19:00:00,81.45375358244934,21.061653849286177,48.853737417205934,Tlemcen,472.1146267345466,0.6949054030359837,0.38510884738999057,2490,N,0,None,0,32.06236957033027,12.824264553415796,61.8734748092649
VH0111,DRV046,2024-01-04 20:00:00,85.43008166174769,26.022402103534837,58.296423868475514,Annaba,474.81855990654174,0.63792762531839,0.38281180779106405,2578,N,0,P0420,0,32.804869569531036,12.632644318482898,53.631416223474645
VH0053,DRV022,2024-01-04 21:00:00,75.9177323169255,91.96616570875022,43.807009443300664,Tlemcen,479.5856190933081,0.6375585475769353,0.44073468123147524,1436,2,0,None,0,35.355938474667845,13.209086035158675,85.27361270835883
VH0024,DRV064,2024-01-04 22:00:00,90.77078611381494,75.93950917969666,59.39791491019568,Annaba,484.5544268546982,0.4708690193190337,0.4709086071284674,1160,R,0,None,0,35.8949681316678,12.808013810986662,96.69558388466855
VH0154,DRV008,2024-01-04 23:00:00,100.5569424888315,55.28668195368782,61.33367036947349,Oran,493.1479556765879,0.5972672224261363,0.4802531123191947,1139,R,0,None,0,35.5048044872754,12.469178267325569,94.53278571785216
VH0188,DRV020,2024-01-05 00:00:00,79.02856130229536,25.20569285440468,23.93222423090529,Algiers,499.43437390258833,0.40880467186393127,0.5105412088665939,1861,2,0,None,0,33.21882051070084,12.983582381731683,96.4794257329606
VH0124,DRV051,2024-01-05 01:00:00,83.77328233447616,11.089152324417118,56.54490691349245,Oran,510.3072809551749,0.35128102032155334,0.20328094509678393,3057,3,0,None,0,31.256072377428527,12.645287689241025,83.34730790749899
VH0041,DRV078,2024-01-05 02:00:00,95.02546246454182,89.87592259799747,42.361796930931106,Algiers,515.7197911239924,0.5343631220052969,0.547895945554039,2326,D,0,None,0,35.06853569743427,13.042885758354183,69.75618084632822
VH0157,DRV039,2024-01-05 03:00:00,102.12090719322737,89.2666015822917,67.47958988275042,Annaba,521.3209964479831,0.634802635188036,0.35955675596648656,2699,P,0,None,1,33.97649919986166,12.789048870032472,71.80707375457585
VH0015,DRV037,2024-01-05 04:00:00,75.06810187791069,11.069559569569154,69.55739615326492,Annaba,524.1432677139439,0.5058738471401152,0.5025366179511148,3142,2,0,None,0,29.64427345791502,12.386133948994345,95.90743108602985
VH0045,DRV050,2024-01-05 05:00:00,88.31215262584051,79.72166660964962,53.60490273502024,Constantine,527.7920472539076,0.22755637685806573,0.4096519021576072,2197,R,0,None,0,32.01771223081719,12.731821788373594,83.4233858445788
VH0065,DRV034,2024-01-05 06:00:00,92.83130822319525,44.664506930991266,68.23533130682874,Annaba,529.9123432340358,0.4411103981622936,0.5638080034421371,1805,R,0,None,0,31.713163348063524,12.106611735294425,80.75194201957162
VH0089,DRV075,2024-01-05 07:00:00,88.97943609371153,32.39669328305401,68.86600404502592,Annaba,534.8161154832618,0.5525206735491653,0.5638599730635481,3146,2,0,None,0,29.55493809037527,12.510913701256644,83.12081954022241
VH0071,DRV033,2024-01-05 08:00:00,65.23207933122913,73.91045362087073,56.554262408823476,Constantine,538.2481557122402,0.8143906886736073,0.5066361772210657,2192,D,0,None,0,30.849392186877104,13.061818995542124,91.95572638238951
VH0009,DRV031,2024-01-05 09:00:00,95.01090009308771,61.432954106073055,83.01430462955487,Algiers,542.4459137027981,0.676382644539709,0.5653110274030463,881,3,0,None,0,32.006970995012004,12.764077270222165,52.73915893239898
VH0088,DRV054,2024-01-05 10:00:00,105.19336351090644,78.00301075933373,49.12387594490248,Annaba,544.8779041870575,0.7208888964832414,0.30303368879621395,3522,P,0,None,0,31.239835289113994,12.051857951894974,58.36388938903222
VH0129,DRV044,2024-01-05 11:00:00,91.16661751169504,7.432886063293709,82.07048554879749,Tlemcen,548.3043716964344,0.037115664896268497,0.6161793215509573,2386,R,0,P0001,1,33.184956013911695,12.909366562556679,61.31819718546656
VH0136,DRV034,2024-01-05 12:00:00,79.68893946705737,31.85870199574564,56.62200856225192,Annaba,553.3528653177494,0.8601624428524592,0.376303101413792,1605,D,0,None,1,29.96862759606979,12.51031891461307,60.61230622480928
VH0063,DRV071,2024-01-05 13:00:00,84.86872753635717,31.931685041673575,47.35010470161049,Annaba,554.3798930786535,0.5963216477366579,0.3259859551639165,2938,1,0,None,0,31.100690724136523,12.547149750241672,76.25759566327179
VH0139,DRV062,2024-01-05 14:00:00,107.69913067655594,32.97530922877655,54.72677286293427,Oran,563.0151956319801,0.26758920134668557,0.2580276419176466,871,2,0,None,0,30.1680040238047,12.535861096600826,65.11079928574858
VH0081,DRV023,2024-01-05 15:00:00,99.09962540860559,50.24798726438055,43.50916158406015,Annaba,570.733337115551,0.2518308489271055,0.36838684203957783,3266,P,0,None,0,28.812855854520404,12.139742209737586,68.44496768999477
VH0136,DRV046,2024-01-05 16:00:00,96.40026618384329,28.301380308094735,71.76836801083805,Annaba,580.3787000234073,0.36714409610740906,0.1622842094070884,3967,P,0,None,0,31.0034452652842,12.652142552150117,74.83210110829404
VH0163,DRV056,2024-01-05 17:00:00,93.56412583534376,44.43836100875197,35.95846532887086,Tlemcen,583.4112638907932,0.32995792575879157,0.3707314912913384,1832,1,0,None,0,30.446368816629562,12.325748389311567,76.67447305962656
VH0163,DRV007,2024-01-05 18:00:00,83.38862887809027,36.77775931154158,80.84412830653238,Constantine,587.4169164917486,0.5551437103155744,0.39539069053458953,1483,3,0,None,0,33.58203972740633,12.990943245530122,72.58397148861016
VH0033,DRV089,2024-01-05 19:00:00,87.99428819344232,73.52960480205113,45.961991973803094,Constantine,596.5510872300197,0.36654859136549667,0.4565537094818351,807,R,0,None,0,32.795085509986315,12.425044135313588,78.03769937119515
VH0123,DRV061,2024-01-05 20:00:00,89.22077264321484,60.35007956750501,72.54980057768931,Constantine,605.0841120548628,0.5534215520650173,0.3479749420019571,2407,1,0,None,0,32.64557210724753,12.797956423831227,64.30748380439759
VH0005,DRV003,2024-01-05 21:00:00,95.49574316064444,65.36294323173153,60.36338791590702,Oran,609.151508823031,0.4685391248105538,0.2931010643430034,1952,R,0,None,0,32.20649783077878,12.572537458320262,80.9022012241234
VH0041,DRV038,2024-01-05 22:00:00,105.08918894266904,21.058389408264443,64.06222924574394,Annaba,611.8202635032942,0.701497457295041,0.4103999397658108,2872,R,0,None,0,30.585192631722936,12.745989204330595,68.47617674976584
VH0028,DRV084,2024-01-05 23:00:00,101.18338136793128,32.550216532688935,51.14934943083954,Algiers,620.5401173222981,0.4820417341815188,0.47880125889989655,1638,D,0,None,0,29.4029074858019,12.009983965435598,97.98652877366186
VH0135,DRV034,2024-01-06 00:00:00,75.8061564420396,2.1165447612074284,65.29212000499699,Algiers,624.1147723500121,0.1708948682802025,0.4233254741417284,3805,D,0,None,0,32.71536338086086,12.339975952872159,95.69467937434598
